title,score
Shadow and Bone,5.2
This Lady Called Life,9.1
Vizontele,6.4
HOMUNCULUS,7.5
Life in Color with David Attenborough,4.0
Searching For Sheela,9.5
Stowaway,5.5
Wild Dog,4.3
Oloibiri,6.5
Tell Me When,4.7
Zero,4.8
Izzy's Koala World,7.5
Keymon and Nani in Space Adventure,6.2
Motu Patlu Dino Invasion,9.1
Motu Patlu in Octupus World,5.8
Motu Patlu VS Robo Kids,8.0
Rudra: Secret of the Black Moon,6.5
Rudra: The Rise of King Pharaoh,7.6
Free to Play,7.3
Luis Miguel - The Series,6.6
Miss Sloane,9.2
PJ Masks,5.9
American Me,5.0
Delhi Belly,7.7
Dhobi Ghat (Mumbai Diaries),8.7
Jaane Tu... Ya Jaane Na,4.2
Lagaan,6.5
Madness in the Desert,8.9
Peepli Live,8.1
Taare Zameen Par,9.5
Ajeeb Daastaans,6.9
Arlo the Alligator Boy,7.6
Bakugan: Geogan Rising,5.7
Barbie & Chelsea: The Lost Birthday,9.2
Crimson Peak,6.0
Dad Stop Embarrassing Me - The Afterparty,8.1
Doctor Bello,6.2
Four Sisters Before the Wedding,7.1
Into the Beat,8.0
Love Naggers,6.8
Rush,9.0
Synchronic,6.3
The Zookeeper's Wife,7.6
Time Trap,5.9
Tuesdays & Fridays,6.2
Dancing Angels,6.4
Dark City Beneath the Beat,4.7
Durarara!!,4.5
GANTZ:O,7.7
Garth Brooks: The Road I’m On,7.6
Gilmore Girls,7.6
High-Rise Invasion,4.1
Next in Fashion,5.8
Only Mine,5.1
Peasants Rebellion,8.3
Power Players,8.7
Ricky Zoom,5.4
Ride or Die,7.7
Sonic X,4.7
The Master,5.5
Time Is Illmatic,4.8
Wave of Cinema: One Day We'll Talk About Today,5.6
Zoot Suit,7.7
Ajaibnya Cinta,9.0
Dad Stop Embarrassing Me!,5.1
Fate: The Winx Saga,7.0
House of Cards,7.9
Indian Matchmaking,9.2
Jeffrey Epstein: Filthy Rich,7.4
Law School,5.4
Living with Yourself,7.4
Signal,5.8
Slasher,9.4
The Soul,6.2
The Underclass,7.8
Unnatural Selection,4.1
Uppena,6.2
Why Did You Kill Me?,8.8
Motu Patlu in Hong Kong: Kung Fu Kings 3,7.4
Motu Patlu in the City of Gold,6.4
Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,9.1
Motu Patlu the Superheroes – Super Villains from Mars,8.7
My Love: Six Stories of True Love,5.8
Shiva VS Autobots,7.0
Shiva: Journey to Plunotaria,6.7
Shiva: The Secret World Of Vedas City,7.5
The Baker and the Beauty,5.8
New Gods: Nezha Reborn,5.3
"Nicky, Ricky, Dicky & Dawn",9.0
Don't be the First one,9.1
The Stand-In,8.6
Heaven Official's Blessing,9.4
Night in Paradise,8.1
Ojukokoro: Greed,8.2
Roohi,8.2
Thunder Force,6.6
Two Distant Strangers,6.5
Story of Kale: When Someone's in Love,5.3
The Way of the Househusband,7.5
Dolly Parton: A MusiCares Tribute,5.6
The Big Day,5.4
The Wedding Coach,7.2
This Is a Robbery: The World's Biggest Art Heist,6.3
The Last Kids on Earth: Happy Apocalypse to You,5.2
Coded Bias,8.5
Mandela,8.7
The Fisherman's Diary,4.9
What Lies Below,4.0
Escape from Planet Earth,5.8
Accepted,8.4
Air Strike,8.6
An American Girl: McKenna Shoots for the Stars,4.8
Concrete Cowboy,8.3
Cross: Rise of the Villains,4.6
God Calling,6.1
Irul,9.5
Just Say Yes,5.1
Madame Claude,4.8
Wild Child,6.3
Woody Woodpecker,7.4
2012,9.1
3 Idiots,9.4
Ferrari Ki Sawaari,4.4
Glimpses of a Future,4.8
Ibrahim a Fate to Define,8.3
Insidious,5.5
Into the Grizzly Maze,8.9
Kingsglaive: Final Fantasy XV,7.6
Legally Blonde,4.6
Madam Chief Minister,8.6
Magical Andes,5.0
Maximum Risk,6.3
Murder Maps,7.0
My Fair Lady,6.8
Prank Encounters,7.8
S.W.A.T.: Under Siege,7.6
Secrets of Great British Castles,9.5
Seven Souls in the Skull Castle: Season Bird,9.5
Seven Souls in the Skull Castle: Season Flower,6.8
Seven Souls in the Skull Castle: Season Wind,4.5
Sniper: Ghost Shooter,8.0
Starship Troopers: Traitor of Mars,9.4
Takers,5.8
Tersanjung the Movie,6.5
The Knight and the Princess,6.3
The Pianist,4.3
The Stepfather,7.7
Universal Soldier: The Return,5.9
Wazir,8.3
White Boy,8.6
Worn Stories,8.5
Yes Man,6.3
At Eternity's Gate,5.8
Haunted: Latin America,8.1
Not a Game,8.4
Robocar Poli,6.7
Yu-Gi-Oh!,8.9
7 Yards: The Chris Norton Story,4.8
Octonauts & the Ring of Fire,8.8
Rainbow High,4.5
Mandela: Long Walk to Freedom,4.8
Lawless,6.9
Marked,4.4
A Week Away,4.3
Bad Trip,4.0
Big Time Rush,6.4
Black Is Beltza,8.3
Croupier,4.2
Elizabeth and Margaret: Love and Loyalty,7.6
Keeping the Bees,8.5
Magic for Humans Spain,4.9
Ni de coña,4.8
Pagglait,8.7
The Irregulars,8.5
Caught by a Wave,7.0
DOTA: Dragon's Blood,8.5
Pui Pui Molcar,4.5
Secret Magic Control Agency,6.2
Seaspiracy,8.1
Loyiso Gola: Unlearning,5.4
Men on a Mission,8.1
Navillera,6.8
Philomena,8.1
Any Crybabies Around?,6.6
Hospital,6.0
Jiu Jitsu,5.2
Mighty Morphin Power Rangers,5.1
Alien TV,8.1
Country Comfort,4.7
Formula 1: Drive to Survive,4.5
Reframe THEATER EXPERIENCE with you,5.0
The Yin Yang Master,5.0
Who's the Boss,8.5
B: The Beginning,6.2
Deadly Illusions,9.4
Get the Goat,4.8
Nate Bargatze: The Greatest Average American,7.6
Skylines,6.5
The Fluffy Movie,6.2
The Present,8.8
Wave of Cinema: 90's Generation,9.4
Catch.er,8.8
Operation Varsity Blues: The College Admissions Scandal,5.1
Under Suspicion: Uncovering the Wesphael Case,5.2
Get on Up,7.6
RebellComedy: Straight Outta the Zoo,5.6
Savages,8.0
Waffles + Mochi,7.1
Abla Fahita: Drama Queen,7.0
C/O Kaadhal,8.6
The BFG,7.9
The Last Blockbuster,4.1
The Lost Pirate Kingdom,4.3
Zero Chill,7.3
Audrey,6.7
Çarsi Pazar,5.4
Just In Time,6.3
Love Alarm,8.2
Mucize,8.5
Paper Lives,7.1
Paradise PD,6.1
Quiet,5.5
Romantik Komedi,6.9
Romantik Komedi 2: Bekarlığa Veda,5.7
The One,7.1
YES DAY,7.7
You're Everything To Me,4.4
Coven of Sisters,4.0
Generasi 90an: Melankolia,5.2
The Block Island Sound,8.9
Dealer,7.6
Last Chance U: Basketball,4.9
Marriage or Mortgage,8.9
The Houseboat,6.6
Bombay Begums,6.6
Bombay Rose,9.1
My Way,4.3
Aelay,5.2
City of Ghosts,7.2
Dogwashers,5.1
Fate of Alakada,7.7
Nevenka: Breaking the Silence,5.2
Pokémon Journeys: The Series,4.5
Sentinelle,5.1
Mariposa,6.3
Pacific Rim: The Black,5.0
Parker,4.7
Safe Haven,8.7
Moxie,5.8
Murder Among the Mormons,6.0
Black or White,4.3
Indoo Ki Jawani,6.0
Word Party,5.5
A Perfect Day For Arsenide,7.4
Banyuki,5.1
Biggie: I Got a Story to Tell,8.9
Blanche Gardin: The All-Nighter,9.1
Connected,4.5
Dances with Wolves,4.6
How to Be Really Bad,4.6
LEGO Marvel Spider-Man: Vexed by Venom,7.4
Rain Man,4.7
Seven Souls in the Skull Castle 2011,8.7
Tenacious D in The Pick of Destiny,8.1
TIGER & BUNNY,8.5
Bigfoot Family,6.9
Captain Fantastic,9.5
Crazy About Her,4.2
Fuga,6.2
Ginny & Georgia - The Afterparty,5.8
No Escape,9.2
Our Idiot Brother,7.2
The Girl on the Train,8.4
Tony Manero,4.9
Who Am I,9.4
El final del paraíso,6.7
Geez & Ann,6.7
Sin senos sí hay paraíso,9.3
The Last Bastion,6.1
Age of Samurai: Battle for Japan,6.2
"Blue, Painful, Fragile",7.2
Canine Intervention,4.7
Ginny & Georgia,5.8
M8 - When Death Rescues Life,5.1
Two Sentence Horror Stories,4.6
Brian Regan: On the Rocks,8.8
Made You Look: A True Story About Fake Art,7.2
Pelé,6.0
Red,6.2
Zindagi in Short,6.4
The Conjuring,7.5
The Conjuring 2,9.1
Vincenzo,9.1
Classmates Minus,6.2
Fate: The Winx Saga - The Afterparty,5.8
Operation Finale,6.5
Wave of Cinema: Surat dari Timur,7.1
I Care a Lot,6.5
Love,7.6
Perú: Tesoro escondido,7.0
Pitta Kathalu,5.8
Tribes of Europa,5.9
Eeb Allay Ooo!,6.1
"Hello, Me!",4.5
No Escape Room,4.9
Sisyphus,8.0
Thus Spoke Kishibe Rohan,6.1
Amend: The Fight for America,5.2
Behind Her Eyes,7.1
MeatEater,8.2
The Most Unknown,5.4
Animals on the Loose: A You vs. Wild Movie,8.5
Awara Paagal Deewana,9.1
Good Girls,7.3
The Resurrection of Gavin Stone,7.7
Booba,4.3
"My Teacher, My Obsession",9.2
The Crew,6.2
Namaste Wahala,9.1
Monsoon,7.2
Buried by the Bernards,4.0
Chappelle's Show,4.2
Hate by Dani Rovira,7.7
Mundina Nildana,7.1
Nadiya Bakes,4.1
To All The Boys: Always And Forever,8.1
Xico's Journey,8.7
Capitani,6.7
El Chema,6.6
Growing up and other problems,4.0
Layla Majnun,8.3
Middle of Nowhere,5.8
Red Dot,8.8
Squared Love,6.1
This Is the Life,7.1
Crime Scene: The Vanishing at the Cecil Hotel,5.5
The Misadventures of Hedi and Cokeman,4.9
The World We Make,8.3
Five Came Back: The Reference Films,6.7
ICarly,7.0
War Dogs,9.3
Monster Run,9.3
The Sinner,8.7
Blanche Gardin: I talk to myself,5.0
Doob: No Bed of Roses,7.3
Hache,8.8
Invisible City,6.1
Little Big Women,4.6
Malcolm & Marie,8.5
Space Sweepers,6.6
"Strip Down, Rise Up",7.1
The Last Paradiso,9.4
The Yin-Yang Master: Dream Of Eternity,7.3
All My Friends Are Dead,6.3
Black Beach,6.0
Firefly Lane,6.3
"Pablo Escobar, el patrón del mal",4.7
Power Rangers Ninja Steel,8.4
"Our Lady of San Juan, Four Centuries of Miracles",8.6
Tiffany Haddish Presents: They Ready,5.6
Beverly Hills Ninja,5.7
Heartland,8.8
Love Daily,4.1
My Dead Ex,6.9
Rocks,6.6
Shutter Island,7.8
The Bank Job,4.9
The House Arrest of Us,7.7
The Unsettling,6.1
Total Drama,7.4
Zac and Mia,4.2
Zathura,6.5
Zig & Sharko,6.9
Fatima,5.2
Hell Fest,4.8
Below Zero,5.0
Finding ‘Ohana,5.9
The Dig,4.5
We Are: The Brooklyn Saints,9.2
June & Kopi,6.2
50M2,8.4
Accomplice,9.4
BONDING,4.4
Kilometers and Kilometers,7.6
Outlander,8.8
Penguin Bloom,7.5
Black Rose,6.4
Go Dog Go,6.4
Hire a Woman,4.2
She Is,6.9
Blown Away,9.5
Busted!,9.3
Demon Slayer: Kimetsu no Yaiba,4.2
So My Grandma’s a Lesbian!,7.9
The Next Three Days,5.7
The White Tiger,9.0
Friendsgiving,4.2
The Shadow of Violence,9.1
Cut Throat City,8.6
Daughter From Another Mother,4.6
Sightless,4.3
Spycraft,8.6
Hello Ninja,4.9
Homefront,6.9
A Monster Calls,9.0
Death of Me,7.1
Radium Girls,6.2
Bling Empire,6.4
Carmen Sandiego,4.3
Disenchantment,9.3
Double Dad,5.7
Henry Danger,5.0
Outside the Wire,5.6
Penguins of Madagascar: The Movie,9.3
Pinkfong & Baby Shark's Space Adventure,4.5
The Magicians,8.8
The Vanished,7.9
Tribhanga - Tedhi Medhi Crazy,8.6
What Would Sophia Loren Do?,9.4
Wish You,8.6
Tanda Tanya,9.2
The Heartbreak Club,4.7
An Imperfect Murder,8.4
Night Stalker: The Hunt for a Serial Killer,7.0
Al acecho,7.0
Chris Rock Total Blackout: The Tamborine Extended Cut,8.9
Last Tango in Halifax,9.3
"Crack: Cocaine, Corruption & Conspiracy",7.9
The Intouchables,6.7
Apaharan,6.5
BluffMaster!,6.1
Charming,6.0
Creating The Queen's Gambit,6.2
Gangaajal,4.5
Inside the World’s Toughest Prisons,4.4
Is Love Enough? Sir,8.3
Mighty Little Bheem: Kite Festival,6.5
Pretend It’s a City,9.1
Stuck Apart,7.4
The Idhun Chronicles,4.2
100% Halal,4.9
Leap!,5.1
Pieces of a Woman,9.4
Ratones Paranoicos: The Band that Rocked Argentina,5.2
Surviving Death,6.8
Tony Parker: The Final Shot,9.1
History of Swear Words,9.4
Nailed It! Mexico,5.3
Hello Brother,4.3
Korean Pork Belly Rhapsody,4.8
QB1: Beyond the Lights,4.3
Playing for Keeps,5.1
Asphalt Burning,7.1
Bad Grandpa .5,9.0
Case 39,7.0
Cobra Kai,7.4
Dream Home Makeover,5.1
Eddie Murphy: Raw,8.4
Full Out 2: You Got This!,7.4
Gimme Shelter,8.8
Good Burger,9.2
Good Hair,5.9
Headspace Guide to Meditation,4.5
Into the Wild,5.2
Jenni Rivera: Mariposa de Barrio,6.4
London Heist,9.2
Mean Girls 2,6.1
Monarca,8.2
Mystic Pizza,7.0
Running Man,5.0
The Cat in the Hat Knows a Lot About That!,5.8
The Creative Brain,7.6
The Haunted Hathaways,7.7
The Minimalists: Less Is Now,6.4
Unknown,5.3
What Happened to Mr. Cha?,8.0
What's Eating Gilbert Grape,4.9
Alaska Is a Drag,9.2
Best of Stand-Up 2020,5.0
Bobby Jasoos,4.6
Chilling Adventures of Sabrina,6.7
Tarung Sarung,6.9
Too Handsome to Handle,6.8
Best Leftovers Ever!,6.4
Dare Me,9.5
Equinox,6.7
SanPa: Sins of the Savior,6.6
Still Game,6.3
The Rope Curse 2,4.4
Transformers: War for Cybertron: Earthrise,7.3
A Love So Beautiful,5.3
Cops and Robbers,7.5
Rango,4.3
Death to 2020,9.4
Sakho & Mangane,6.6
DNA,8.9
Regiment Diaries,6.6
The Magic School Bus Rides Again In the Zone,4.3
AK vs AK,8.5
Bridgerton,7.6
Isa Pa with Feelings,8.3
We Can Be Heroes,6.4
Bridezilla,7.5
Cemara's Family,8.7
"Hello, Love, Goodbye",7.5
The History of Future Folk,5.9
The Midnight Sky,7.6
Your Name Engraved Herein,7.7
After We Collided,9.3
London Hughes: To Catch a D*ck,6.0
Lovestruck in the City,6.3
QLIMAX THE SOURCE,8.5
Rhyme Time Town Singalongs,6.8
Shaun the Sheep,8.1
Shaun the Sheep: The Farmer’s Llamas,6.5
Timmy Time,5.2
"Ariana grande: excuse me, i love you",8.1
The Con Is On,4.7
Mohamed Hussein,5.1
Rhys Nicholson Live at the Athenaeum,7.4
Atlas Shrugged: Part II,8.1
Diamond City,8.9
Guest House,5.5
Home for Christmas,4.6
Ma Rainey's Black Bottom,9.3
Ma Rainey's Black Bottom: A Legacy Brought to Screen,4.8
Mukhsin,5.1
Paava Kadhaigal,5.6
Rabun,6.9
Talentime,8.9
An Unremarkable Christmas,8.2
Braven,7.9
Eggnoid: Love & Time Portal,5.0
Love You to the Stars and Back,6.0
Morphle,6.6
Run On,4.8
Sakaling Maging Tayo,5.5
Schulz Saves America,5.7
The Wedding Shaman,4.7
Anitta: Made In Honório,7.0
BREAK IT ALL: The History of Rock in Latin America,7.9
Bwakaw,4.4
How To Ruin Christmas,6.6
Incarnate,8.3
Lee Daniels' The Butler,8.1
Marvel Anime: Wolverine,8.5
Marvel Anime: X-Men,6.5
Nocturnal Animals,8.5
The Ripper,5.3
Vir Das: Outside In - The Lockdown Special,6.0
Black Ink Crew New York,5.0
Grizzlies,6.6
Pup Academy,6.2
Song Exploder,5.3
Teen Mom 2,8.1
The Challenge,5.7
The Professor and the Madman,5.5
A California Christmas,4.7
Hilda,6.4
Tiny Pretty Things,5.7
The Netflix Afterparty: The Best Shows of The Worst Year,6.0
Children of Adam,5.3
Grizzy et les Lemmings,8.2
A Trash Truck Christmas,9.1
Canvas,6.7
Giving Voice,7.5
The Mess You Leave Behind,8.8
The Prom,9.5
Torbaaz,7.4
Alice in Borderland,8.9
Funny Boy,9.0
Futmalls.com,8.4
Just The Way You Are,6.5
She's the One,4.4
The Panti Sisters,4.1
"Kalel, 15",6.6
Masameer Classics,6.7
Once Upon a Time,6.2
Rose Island,7.1
The Big Show Show,7.0
The Expanding Universe of Ashley Garcia,8.6
The Surgeon's Cut,4.6
André & his olive tree,5.2
Bobbleheads The Movie,8.4
Emicida: AmarElo - It’s All For Yesterday,8.7
Juman,9.5
Mr. Iglesias,8.8
Spirit Riding Free: Ride Along Adventure,8.9
Super Monsters: Santa’s Super Monster Helpers,5.7
Triple 9,6.2
100 Days My Prince,5.5
Ava,7.3
Manhunt: Deadly Games,9.2
Room 2806: The Accusation,5.9
Detention,7.1
Mighty Express: A Mighty Christmas,5.6
Bhaag Beanie Bhaag,4.9
Big Mouth,5.1
Captain Underpants Mega Blissmas,4.3
Christmas Crossfire,9.2
Kings of Jo'Burg,6.2
Leyla Everlasting,8.6
MANK,7.7
The Great British Baking Show: Holidays,5.1
You Are My Home,5.0
Between Maybes,8.5
Break,5.5
Chico Bon Bon and the Very Berry Holiday,9.0
Just Another Christmas,4.8
Must Be... Love,7.7
Alien Worlds,8.5
Ari Eldjárn: Pardon My Icelandic,5.3
Check The Store Next Door: The Next Chapter,5.5
Fierce,9.3
Hazel Brugger: Tropical,5.5
3 Days to Kill,6.4
Angela's Christmas Wish,6.4
Angels & Demons,5.4
Are You The One,8.3
Chef,8.2
Effie Gray,6.1
Gormiti,8.6
Ink Master,5.2
Monster House,4.0
Natalie Palamides: Nate - A One Man Show,7.1
Octonauts,9.5
Oddbods,4.2
Peppermint,5.1
Quigley Down Under,6.9
Stargate SG-1,8.5
The Bachelorette,4.5
The Da Vinci Code,6.2
The Guest,8.1
The Happytime Murders,6.0
The Holiday Movies That Made Us,5.0
The Repair Shop,5.1
U-Turn,6.3
Finding Agnes,6.6
Rust Creek,8.7
Spookley and the Christmas Kittens,7.5
The 2nd,7.8
The Uncanny Counter,9.4
A Go! Go! Cory Carson Christmas,6.3
Dance Dreams: Hot Chocolate Nutcracker,6.2
Don’t Listen,9.1
Fabulous Lives of Bollywood Wives,5.4
Heartbreak High,8.0
Over Christmas,8.2
Sugar Rush Christmas,4.5
The Beast,6.6
The Call,5.1
Fantastica,5.0
Larry the Cable Guy: Remain Seated,6.6
Mosul,5.6
Unexpectedly Yours,8.4
Ghosts of War,9.0
Great Pretender,8.4
Shawn Mendes: Live in Concert,5.5
The Christmas Chronicles: Part Two,5.5
Andhaghaaram,5.4
Andhakaaram,4.7
Before 30,9.2
Dragons: Rescue Riders: Huttsgalor Holiday,6.2
Hillbilly Elegy,5.2
Notes for My Son,8.7
Valentino,6.2
Hard Kill,4.2
Shawn Mendes: In Wonder,4.9
Strongest Deliveryman,7.5
The Suit,8.3
Dolly Parton’s Christmas on the Square,5.2
Machete Kills,9.0
40 Sticks,8.7
Alien Xmas,8.7
Flavorful Origins,5.3
Heart & Soul,4.3
If Anything Happens I Love You,8.8
Mismatched,5.7
The App That Stole Christmas,7.4
Voices of Fire,8.2
Black Friday,4.7
Bodyguard,8.3
Break Ke Baad,9.2
Hawaizaada,8.0
My Amnesia Girl,6.4
Raman Raghav 2.0,8.8
Singham,6.9
TE3N,8.1
The Princess Switch: Switched Again,8.5
Three Words to Forever,8.1
Well Done Abba,5.6
Holiday Home Makeover with Mr. Christmas,4.6
Ainu Mosir,5.3
Kevin Hart: Zero F**ks Given,6.8
The Boss Baby: Back in Business,6.8
We Are the Champions,7.2
Loving,6.2
Whose Streets?,8.3
A Very Country Christmas,9.0
America's Next Top Model,5.4
Beyblade Burst Rise,8.1
Cloudy with a Chance of Meatballs 2,7.7
Hometown Holiday,6.9
Polly Pocket,5.0
Survivor,8.4
The Crown,9.3
White Christmas,8.0
Killer Cove,9.0
American Horror Story,9.4
Fukrey Boyzzz: Space Mein Fukrapanti,5.9
Jingle Jangle: A Christmas Journey,7.5
The Beginning of Life 2: Outside,6.6
The Life Ahead,9.4
The Minions of Midas,4.5
A Very Special Love,6.3
Ethos,8.8
First Love,5.6
Fruitvale Station,8.3
Graceful Friends,6.1
Ludo,9.4
Memories of a Teenager,8.9
Prom Night,5.7
A Queen Is Born,8.2
Aunty Donna's Big Ol' House of Fun,5.9
The Liberator,7.3
Trial 4,7.6
We Are All For The Fatherland,8.6
What We Wanted,4.1
A Lion in the House,5.2
DASH & LILY,7.9
Bakugan: Armored Alliance,7.1
Bakugan: Battle Planet,6.7
Citation,4.3
Country Ever After,5.9
Girl's Revenge,8.8
The Endless Trench,4.2
The Late Bloomer,6.2
Wrong Kind of Black,9.2
A New York Christmas Wedding,4.3
Alone/Together,8.1
Carmel: Who Killed Maria Marta?,5.4
Midnight at the Magnolia,8.8
One More Try,8.1
Operation Christmas Drop,8.9
Paranormal,5.2
A Christmas Catch,6.9
Christmas with a Prince,8.3
Love & Anarchy,5.4
Miss India,5.3
Felix Lobrecht: Hype,4.1
MOTHER,9.3
The Beginning of Life,7.9
Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,7.5
Can You Hear Me?,8.1
Prospect,6.9
60 Days In,6.6
Christmas Break-In,6.5
Dawson's Creek,7.5
Elf Pets: A Fox Cub’s Christmas Tale,5.1
Elf Pets: Santa’s Reindeer Rescue,8.9
Elliot the Littlest Reindeer,8.5
Forged in Fire,5.9
Leah Remini: Scientology and the Aftermath,7.2
LEGO Jurassic World: Legend of Isla Nublar,4.8
LEGO Jurassic World: Secret Exhibit,9.3
LEGO Ninjago,9.0
LEGO Ninjago: Masters of Spinjitzu,9.1
LEGO: CITY Adventures,5.8
Little Monsters,4.9
Mile 22,5.2
Piercing,4.5
Snowden,4.7
The Garfield Show,4.4
The Good Detective,9.4
The Impossible,4.4
The Next Karate Kid,4.7
Voice,8.5
Wheels of Fortune,7.2
Afronta! Facing It!,8.3
The 12th Man,7.5
Zumbo's Just Desserts,8.9
Hidden in Plain Sight,7.5
His House,6.9
In Line,7.9
Kaali Khuhi,6.5
Kongsuni and Friends,5.9
Marvel's Agents of S.H.I.E.L.D.,6.6
Rogue City,4.9
Somebody Feed Phil,8.4
Suburra: Blood on Rome,5.4
The Day of the Lord,4.8
Pagpag: Nine Lives,5.4
Holidate,8.6
La Gran Ilusión,5.8
Metallica Through The Never,7.8
Nobody Sleeps in the Woods Tonight,8.7
Secrets of the Saqqara Tomb,4.4
Blood of Zeus,8.2
Chico Bon Bon: Monkey with a Tool Belt,5.7
Guillermo Vilas: Settling the Score,5.2
Sarah Cooper: Everything's Fine,7.8
The Devil Punisher,9.0
Ajab Prem Ki Ghazab Kahani,5.6
Black '47,7.1
I Am Woman,5.6
Alice Junior,7.0
Barbarians,7.4
Move,7.4
Over the Moon,7.4
Shattered Memories,4.7
Stolen Away,7.8
The Queen's Gambit,7.7
Bending the Arc,7.8
Cadaver,4.4
Exes Baggage,6.5
Fisherman's Friends,6.2
The Hows of Us,4.5
The Hummingbird Project,5.2
"Yes, God, Yes",6.4
Brave Blue World: Racing to Solve Our Water Crisis,8.1
My Next Guest Needs No Introduction With David Letterman,5.3
Rebecca,8.6
The Magic School Bus Rides Again The Frizz Connection,7.0
Tremors: Shrieker Island,8.2
Beirut Oh Beirut,6.6
Bosta,6.7
Ghadi,7.4
Heritages,9.1
Listen,6.7
Out of Life,6.9
Panoptic,7.3
Taxi Ballad,8.1
The Kite,4.4
The Little Wars,6.8
Under the Bombs,6.6
Unsolved Mysteries,9.1
West Beirut,6.7
What Did I Mess,6.6
Whispers,9.3
Zozo,6.5
ParaNorman,5.0
Start-Up,5.2
I Am Vengeance: Retaliation,4.5
Disconnect,4.0
Grand Army,6.4
In a Valley of Violence,8.2
La Révolution,8.0
Someone Has to Die,4.2
The Last Kids on Earth,7.1
The Trial of the Chicago 7,4.8
Unfriended,9.2
A Babysitter's Guide to Monster Hunting,4.9
Batman: The Killing Joke,7.4
El-Khawaga's Dilemma,5.8
Fireman Sam,7.5
Half & Half,6.3
Kartini: Princess of Java,8.2
Love Like the Falling Rain,5.3
One on One,9.0
Power Rangers Beast Morphers,6.8
Rooting for Roona,8.2
Social Distance,8.7
A Choo,9.5
BLACKPINK: Light Up the Sky,5.2
The Three Deaths of Marisela Escobedo,5.6
Fida,5.4
Octonauts & the Great Barrier Reef,5.4
The Cabin with Bert Kreischer,7.2
Dil,9.5
Disco Dancer,9.4
Hunterrr,6.9
Kipo and the Age of Wonderbeasts,7.5
Phir Hera Pheri,8.7
The Legend of Bhagat Singh,9.1
House of the Witch,5.1
Deaf U,6.9
Ginny Weds Sunny,8.6
My Step Dad: The Hippie,5.7
Super Monsters: Dia de los Monsters,6.4
The Forty-Year-Old Version,9.4
The Haunting of Bly Manor,9.4
Bigflo & Oli: Hip Hop Frenzy,9.0
Do Do Sol Sol La La Sol,8.4
Palermo Hollywood,5.5
Private Lives,5.8
The 100,7.0
Hubie Halloween,7.1
To the Lake,6.8
American Pie 9: Girls' Rules,7.5
Dolly Parton: Here I Am,6.2
StarBeam: Halloween Hero,8.1
Walk Away from Love,5.8
Bad Boy Billionaires: India,5.8
David Attenborough: A Life on Our Planet,4.7
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",5.0
Good Game: The Beginning,8.7
Pat a Pat Como,6.5
Qurious Como,5.3
A Chaster Marriage,8.2
A Go! Go! Cory Carson Halloween,7.0
DreamWorks Happy Holidays from Madagascar,4.1
Emily in Paris,5.7
H2O: Just Add Water,5.0
Òlòtūré,7.6
Serious Men,5.5
The Binding,4.4
Turkish Dance School,4.3
Vampires vs. the Bronx,7.2
You've Got This,4.1
All Because of You,8.7
An Ordinary Man,4.9
Carlos Almaraz: Playing with Fire,7.3
Cold Harbour,6.4
Evil,6.4
Familiar Wife,4.4
Food Wars!: Shokugeki no Soma,8.4
Free State of Jones,8.9
"Good Morning, Verônica",4.1
Human Nature,5.0
Hunt for the Wilderpeople,9.0
I'm Leaving Now,7.0
Journey of an African Colony,4.8
Oktoberfest: Beer & Blood,5.1
Rize,7.6
Secreto bien guardado,8.0
Sword Art Online,7.3
The American Game,9.2
The Book of Sun,6.7
The Outpost,5.7
The Parkers,6.6
The Unicorn,6.0
We Have Always Lived in the Castle,5.2
You Cannot Hide,4.3
American Murder: The Family Next Door,5.9
Baxu and the Giants,7.9
Black Butler,4.1
Man with a Plan,6.4
Poacher,7.5
The Boys in the Band,7.4
The Boys in the Band: Something Personal,8.3
Wentworth,8.5
Bully,7.9
Michelle Buteau: Welcome to Buteaupia,4.6
Welcome to Sudden Death,6.6
Amandla! A Revolution in Four Part Harmony,7.3
Ankhon Dekhi,5.4
Dedh Ishqiya,4.2
Golmaal Returns,5.2
Ishq Vishk,6.5
Ishqiya,6.3
Jab We Met,5.0
Mann,8.5
Manorama Six Feet Under,9.1
Welcome,5.1
"Whose Vote Counts, Explained",9.1
